Animal,Age,Temperature,Symptom 1,Symptom 2,Symptom 3,Disease
sheep,2,100.9,sweats,shortness of breath,swelling in extremities,anthrax
goat,8,102.0,crackling sound,loss of appetite,cough,pneumonia
sheep,9,101.3,chest discomfort,fatigue,shortness of breath,anthrax
sheep,3,100.0,chest discomfort,depression,cough,pneumonia
sheep,9,102.0,difficulty walking,sores on hooves,loss of appetite,foot and mouth
sheep,9,102.4,crackling sound,cough,nasal discharge,pneumonia
sheep,3,103.3,sores on tongue,lameness,loss of appetite,foot and mouth
buffalo,2,100.6,painless lumps,loss of appetite,depression,lumpy virus
goat,4,104.8,sweats,shortness of breath,chest discomfort,anthrax
goat,3,101.3,depression,painless lumps,loss of appetite,lumpy virus
cow,8,104.5,loss of appetite,lameness,blisters on hooves,foot and mouth
buffalo,9,101.9,swelling in extremities,fatigue,sweats,anthrax
goat,6,100.4,shortness of breath,chest discomfort,fatigue,anthrax
cow,15,102.1,depression,chest discomfort,nasal discharge,pneumonia
sheep,10,102.1,swelling in abdomen,sweats,fatigue,anthrax
buffalo,1,101.1,swelling in muscle,loss of appetite,lameness,blackleg
sheep,1,100.7,chest discomfort,loss of appetite,crackling sound,pneumonia
buffalo,9,102.3,cough,shortness of breath,crackling sound,pneumonia
goat,6,102.8,loss of appetite,lameness,blisters on tongue,foot and mouth
cow,8,101.6,fatigue,shortness of breath,sweats,anthrax
goat,1,103.8,loss of appetite,chest discomfort,cough,pneumonia
buffalo,9,100.9,fatigue,chills,swelling in neck,anthrax
goat,5,100.2,shortness of breath,sweats,chest discomfort,anthrax
buffalo,4,104.0,blisters on hooves,difficulty walking,loss of appetite,foot and mouth
sheep,6,101.3,depression,cough,crackling sound,pneumonia
cow,7,100.2,crackling sound,lameness,loss of appetite,blackleg
goat,6,100.1,loss of appetite,painless lumps,depression,lumpy virus
cow,5,101.1,painless lumps,depression,loss of appetite,lumpy virus
goat,7,103.5,difficulty walking,loss of appetite,crackling sound,blackleg
buffalo,5,103.2,loss of appetite,depression,painless lumps,lumpy virus
buffalo,4,104.7,swelling in muscle,difficulty walking,crackling sound,blackleg
goat,1,100.3,chest discomfort,depression,crackling sound,pneumonia
cow,11,101.4,depression,loss of appetite,crackling sound,blackleg
buffalo,3,101.9,depression,painless lumps,loss of appetite,lumpy virus
buffalo,4,100.7,cough,chest discomfort,loss of appetite,pneumonia
goat,4,102.7,depression,painless lumps,loss of appetite,lumpy virus
buffalo,4,104.6,crackling sound,nasal discharge,depression,pneumonia
cow,14,101.1,depression,swelling in muscle,difficulty walking,blackleg
cow,5,102.8,depression,painless lumps,loss of appetite,lumpy virus
sheep,1,100.7,blisters on hooves,loss of appetite,lameness,foot and mouth
buffalo,7,102.2,chest discomfort,shortness of breath,fatigue,anthrax
cow,10,101.9,chest discomfort,swelling in abdomen,shortness of breath,anthrax
buffalo,6,104.1,depression,painless lumps,loss of appetite,lumpy virus
cow,14,102.8,loss of appetite,difficulty walking,blisters on hooves,foot and mouth
buffalo,6,102.0,depression,loss of appetite,swelling in muscle,blackleg
cow,9,103.6,loss of appetite,painless lumps,depression,lumpy virus
sheep,6,102.3,lameness,depression,loss of appetite,blackleg
goat,10,101.3,blisters on hooves,lameness,loss of appetite,foot and mouth
goat,2,102.3,nasal discharge,shortness of breath,chest discomfort,pneumonia
goat,10,102.7,depression,crackling sound,loss of appetite,pneumonia
goat,3,100.6,lameness,sores on mouth,loss of appetite,foot and mouth
buffalo,11,102.0,fatigue,sweats,shortness of breath,anthrax
buffalo,4,103.5,depression,loss of appetite,painless lumps,lumpy virus
cow,2,102.5,loss of appetite,blisters on hooves,lameness,foot and mouth
goat,3,103.0,chest discomfort,shortness of breath,chills,anthrax
goat,8,101.6,painless lumps,loss of appetite,depression,lumpy virus
buffalo,14,102.4,swelling in limb,lameness,loss of appetite,blackleg
buffalo,7,104.4,lameness,blisters on mouth,loss of appetite,foot and mouth
cow,7,103.6,depression,painless lumps,loss of appetite,lumpy virus
sheep,6,101.5,loss of appetite,depression,painless lumps,lumpy virus
goat,4,101.6,sores on hooves,loss of appetite,difficulty walking,foot and mouth
buffalo,1,103.0,depression,difficulty walking,loss of appetite,blackleg
goat,1,104.1,sores on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,3,100.8,swelling in limb,loss of appetite,lameness,blackleg
buffalo,1,102.4,cough,shortness of breath,depression,pneumonia
buffalo,15,101.3,chest discomfort,cough,depression,pneumonia
cow,15,101.6,chest discomfort,nasal discharge,shortness of breath,pneumonia
sheep,4,101.8,crackling sound,swelling in muscle,loss of appetite,blackleg
buffalo,15,104.4,crackling sound,loss of appetite,depression,pneumonia
sheep,10,104.4,fatigue,chest discomfort,sweats,anthrax
goat,10,102.6,sores on mouth,loss of appetite,lameness,foot and mouth
goat,2,101.7,chills,chest discomfort,fatigue,anthrax
sheep,9,102.7,depression,loss of appetite,crackling sound,blackleg
goat,2,100.3,chest discomfort,shortness of breath,chills,anthrax
cow,6,102.8,cough,depression,loss of appetite,pneumonia
cow,14,100.0,lameness,loss of appetite,depression,blackleg
sheep,8,103.0,painless lumps,loss of appetite,depression,lumpy virus
cow,5,102.7,loss of appetite,lameness,sores on hooves,foot and mouth
sheep,10,103.5,cough,nasal discharge,depression,pneumonia
sheep,1,103.7,nasal discharge,loss of appetite,depression,pneumonia
goat,3,102.5,loss of appetite,depression,painless lumps,lumpy virus
goat,8,103.3,loss of appetite,blisters on hooves,lameness,foot and mouth
buffalo,12,102.2,sweats,chest discomfort,shortness of breath,anthrax
cow,1,103.4,shortness of breath,sweats,chills,anthrax
sheep,7,101.3,nasal discharge,cough,shortness of breath,pneumonia
cow,12,100.7,crackling sound,loss of appetite,depression,blackleg
goat,4,102.5,shortness of breath,sweats,swelling in neck,anthrax
cow,11,102.1,loss of appetite,depression,painless lumps,lumpy virus
goat,2,102.8,swelling in muscle,loss of appetite,difficulty walking,blackleg
cow,7,102.5,depression,cough,shortness of breath,pneumonia
cow,8,103.9,difficulty walking,depression,loss of appetite,blackleg
buffalo,15,100.2,loss of appetite,painless lumps,depression,lumpy virus
goat,10,100.0,nasal discharge,cough,chest discomfort,pneumonia
sheep,3,101.2,loss of appetite,painless lumps,depression,lumpy virus
goat,10,101.9,cough,crackling sound,shortness of breath,pneumonia
sheep,3,102.5,difficulty walking,sores on tongue,loss of appetite,foot and mouth
cow,14,103.1,painless lumps,loss of appetite,depression,lumpy virus
goat,10,100.9,loss of appetite,depression,crackling sound,blackleg
buffalo,2,100.3,loss of appetite,shortness of breath,crackling sound,pneumonia
sheep,4,102.5,shortness of breath,crackling sound,depression,pneumonia
goat,10,102.1,depression,loss of appetite,swelling in muscle,blackleg
cow,14,100.5,loss of appetite,painless lumps,depression,lumpy virus
sheep,7,103.2,sores on tongue,difficulty walking,loss of appetite,foot and mouth
cow,12,101.8,depression,painless lumps,loss of appetite,lumpy virus
goat,10,100.3,chest discomfort,cough,shortness of breath,pneumonia
cow,10,102.8,depression,painless lumps,loss of appetite,lumpy virus
goat,8,104.3,loss of appetite,depression,swelling in muscle,blackleg
sheep,2,100.2,shortness of breath,sweats,chills,anthrax
sheep,9,102.9,depression,painless lumps,loss of appetite,lumpy virus
cow,14,100.2,lameness,loss of appetite,blisters on mouth,foot and mouth
cow,13,104.9,swelling in extremities,fatigue,sweats,anthrax
buffalo,8,101.6,loss of appetite,painless lumps,depression,lumpy virus
buffalo,12,101.4,blisters on mouth,loss of appetite,difficulty walking,foot and mouth
sheep,1,100.9,crackling sound,depression,difficulty walking,blackleg
buffalo,15,104.6,nasal discharge,depression,loss of appetite,pneumonia
sheep,4,103.0,chest discomfort,chills,shortness of breath,anthrax
buffalo,13,101.4,shortness of breath,nasal discharge,crackling sound,pneumonia
buffalo,14,104.1,painless lumps,loss of appetite,depression,lumpy virus
buffalo,14,104.7,difficulty walking,loss of appetite,sores on tongue,foot and mouth
buffalo,10,100.1,lameness,loss of appetite,sores on hooves,foot and mouth
buffalo,13,102.1,chest discomfort,sweats,fatigue,anthrax
buffalo,15,101.1,painless lumps,depression,loss of appetite,lumpy virus
sheep,3,102.8,sores on tongue,loss of appetite,difficulty walking,foot and mouth
sheep,4,101.3,shortness of breath,sweats,fatigue,anthrax
buffalo,12,103.6,depression,loss of appetite,painless lumps,lumpy virus
goat,8,103.5,shortness of breath,chills,chest discomfort,anthrax
buffalo,5,101.1,loss of appetite,difficulty walking,depression,blackleg
cow,13,101.4,loss of appetite,nasal discharge,chest discomfort,pneumonia
goat,8,100.9,loss of appetite,depression,cough,pneumonia
cow,9,103.7,chest discomfort,swelling in neck,shortness of breath,anthrax
sheep,9,100.1,blisters on mouth,difficulty walking,loss of appetite,foot and mouth
sheep,5,102.7,difficulty walking,loss of appetite,depression,blackleg
sheep,1,100.8,crackling sound,loss of appetite,cough,pneumonia
goat,3,103.2,chills,shortness of breath,fatigue,anthrax
buffalo,15,100.3,loss of appetite,crackling sound,swelling in muscle,blackleg
sheep,7,100.3,difficulty walking,blisters on hooves,loss of appetite,foot and mouth
goat,7,102.8,loss of appetite,painless lumps,depression,lumpy virus
sheep,3,101.1,loss of appetite,blisters on mouth,difficulty walking,foot and mouth
goat,2,101.7,depression,crackling sound,lameness,blackleg
cow,4,103.9,loss of appetite,crackling sound,nasal discharge,pneumonia
sheep,4,102.8,depression,painless lumps,loss of appetite,lumpy virus
sheep,4,102.9,swelling in limb,crackling sound,depression,blackleg
sheep,10,103.6,sweats,chills,fatigue,anthrax
sheep,9,102.1,crackling sound,loss of appetite,chest discomfort,pneumonia
goat,6,101.6,chills,sweats,swelling in neck,anthrax
cow,14,101.5,lameness,blisters on hooves,loss of appetite,foot and mouth
buffalo,6,102.1,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
cow,1,103.6,difficulty walking,swelling in limb,loss of appetite,blackleg
cow,12,100.0,swelling in neck,chest discomfort,fatigue,anthrax
buffalo,9,104.7,chest discomfort,sweats,shortness of breath,anthrax
goat,7,102.1,fatigue,sweats,swelling in neck,anthrax
goat,8,100.9,loss of appetite,lameness,sores on gums,foot and mouth
cow,8,103.2,painless lumps,depression,loss of appetite,lumpy virus
cow,6,100.9,loss of appetite,depression,painless lumps,lumpy virus
buffalo,6,102.1,depression,painless lumps,loss of appetite,lumpy virus
cow,4,100.7,loss of appetite,crackling sound,chest discomfort,pneumonia
sheep,7,102.0,shortness of breath,nasal discharge,chest discomfort,pneumonia
goat,9,100.8,difficulty walking,sores on hooves,loss of appetite,foot and mouth
goat,7,103.0,painless lumps,depression,loss of appetite,lumpy virus
buffalo,15,101.6,crackling sound,loss of appetite,shortness of breath,pneumonia
sheep,1,100.6,depression,loss of appetite,painless lumps,lumpy virus
goat,6,103.7,loss of appetite,depression,painless lumps,lumpy virus
buffalo,4,101.8,chills,sweats,shortness of breath,anthrax
sheep,1,102.0,nasal discharge,depression,chest discomfort,pneumonia
sheep,7,101.7,blisters on tongue,lameness,loss of appetite,foot and mouth
buffalo,15,100.5,shortness of breath,nasal discharge,loss of appetite,pneumonia
sheep,8,100.0,painless lumps,depression,loss of appetite,lumpy virus
cow,13,101.3,loss of appetite,crackling sound,depression,blackleg
cow,10,100.2,depression,loss of appetite,painless lumps,lumpy virus
sheep,3,101.2,swelling in limb,depression,crackling sound,blackleg
buffalo,1,103.9,fatigue,chills,shortness of breath,anthrax
sheep,1,100.3,sweats,swelling in neck,chest discomfort,anthrax
buffalo,14,101.7,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,10,102.4,swelling in muscle,crackling sound,loss of appetite,blackleg
buffalo,8,104.5,depression,loss of appetite,painless lumps,lumpy virus
goat,5,101.7,depression,nasal discharge,shortness of breath,pneumonia
buffalo,4,103.0,depression,chest discomfort,nasal discharge,pneumonia
buffalo,6,102.3,loss of appetite,difficulty walking,sores on gums,foot and mouth
sheep,8,101.0,depression,loss of appetite,painless lumps,lumpy virus
sheep,3,102.6,difficulty walking,loss of appetite,sores on gums,foot and mouth
sheep,1,101.7,chest discomfort,fatigue,shortness of breath,anthrax
goat,1,100.5,chest discomfort,nasal discharge,shortness of breath,pneumonia
goat,2,101.7,chest discomfort,sweats,chills,anthrax
sheep,8,102.3,depression,loss of appetite,crackling sound,blackleg
cow,8,102.2,chest discomfort,depression,loss of appetite,pneumonia
cow,9,102.2,sores on gums,loss of appetite,lameness,foot and mouth
sheep,4,103.9,sweats,chest discomfort,fatigue,anthrax
goat,3,102.1,loss of appetite,painless lumps,depression,lumpy virus
cow,12,103.8,crackling sound,depression,loss of appetite,blackleg
goat,3,101.5,crackling sound,loss of appetite,depression,blackleg
buffalo,3,100.4,sores on tongue,loss of appetite,lameness,foot and mouth
sheep,6,104.1,nasal discharge,shortness of breath,chest discomfort,pneumonia
buffalo,15,102.1,swelling in extremities,chest discomfort,fatigue,anthrax
sheep,9,102.2,blisters on tongue,difficulty walking,loss of appetite,foot and mouth
sheep,2,102.7,fatigue,shortness of breath,swelling in abdomen,anthrax
buffalo,12,101.8,shortness of breath,chest discomfort,nasal discharge,pneumonia
goat,10,102.6,swelling in extremities,shortness of breath,sweats,anthrax
cow,4,101.2,painless lumps,loss of appetite,depression,lumpy virus
cow,1,101.7,blisters on hooves,lameness,loss of appetite,foot and mouth
cow,13,101.5,crackling sound,depression,shortness of breath,pneumonia
sheep,7,102.2,depression,crackling sound,cough,pneumonia
goat,3,102.7,loss of appetite,painless lumps,depression,lumpy virus
goat,9,101.9,depression,painless lumps,loss of appetite,lumpy virus
goat,1,104.0,sweats,chest discomfort,chills,anthrax
sheep,3,102.5,loss of appetite,chest discomfort,depression,pneumonia
cow,15,103.6,lameness,depression,crackling sound,blackleg
cow,6,101.1,sweats,chills,shortness of breath,anthrax
cow,5,100.9,sweats,chest discomfort,chills,anthrax
sheep,6,102.4,fatigue,chills,shortness of breath,anthrax
sheep,8,101.9,swelling in limb,crackling sound,loss of appetite,blackleg
sheep,10,102.9,loss of appetite,sores on gums,lameness,foot and mouth
goat,3,100.1,depression,chest discomfort,crackling sound,pneumonia
goat,3,100.1,swelling in muscle,crackling sound,loss of appetite,blackleg
buffalo,4,100.6,loss of appetite,lameness,sores on gums,foot and mouth
buffalo,3,102.9,chest discomfort,cough,loss of appetite,pneumonia
sheep,6,102.0,swelling in limb,crackling sound,difficulty walking,blackleg
cow,14,101.9,shortness of breath,fatigue,chills,anthrax
buffalo,7,103.3,chills,sweats,fatigue,anthrax
cow,5,102.6,chest discomfort,sweats,fatigue,anthrax
buffalo,13,104.8,depression,painless lumps,loss of appetite,lumpy virus
sheep,1,102.3,shortness of breath,fatigue,swelling in extremities,anthrax
cow,6,104.8,difficulty walking,blisters on mouth,loss of appetite,foot and mouth
buffalo,2,103.1,chest discomfort,fatigue,shortness of breath,anthrax
sheep,8,100.8,shortness of breath,chest discomfort,chills,anthrax
goat,2,104.2,cough,chest discomfort,depression,pneumonia
buffalo,6,100.9,lameness,depression,loss of appetite,blackleg
cow,15,103.9,crackling sound,depression,shortness of breath,pneumonia
cow,3,104.1,swelling in muscle,lameness,loss of appetite,blackleg
buffalo,3,102.8,chills,swelling in abdomen,sweats,anthrax
goat,5,100.1,difficulty walking,swelling in muscle,depression,blackleg
goat,1,102.8,loss of appetite,crackling sound,depression,pneumonia
goat,4,104.8,crackling sound,depression,nasal discharge,pneumonia
sheep,7,104.9,painless lumps,depression,loss of appetite,lumpy virus
buffalo,7,102.1,depression,swelling in limb,crackling sound,blackleg
buffalo,3,100.7,chills,shortness of breath,fatigue,anthrax
buffalo,8,102.7,depression,lameness,crackling sound,blackleg
buffalo,5,100.0,loss of appetite,swelling in muscle,lameness,blackleg
